date,Z26_rate,U27_rate,Z26_price,U27_price,spread_U27_minus_Z26_bp
2024-02-01,3.200000000000003,3.219999999999999,96.8,96.78,1.999999999999602
2024-02-02,3.4200000000000017,3.424999999999997,96.58,96.575,0.49999999999954525
2024-02-05,3.555000000000007,3.549999999999997,96.445,96.45,-0.5000000000009663
2024-02-06,3.469999999999999,3.4599999999999937,96.53,96.54,-1.0000000000005116
2024-02-07,3.4849999999999994,3.480000000000004,96.515,96.52,-0.49999999999954525
2024-02-08,3.5799999999999983,3.5600000000000023,96.42,96.44,-1.999999999999602
2024-02-09,3.6650000000000063,3.629999999999996,96.335,96.37,-3.5000000000010356
2024-02-12,3.620000000000005,3.5900000000000034,96.38,96.41,-3.000000000000158
2024-02-13,3.7150000000000034,3.6650000000000063,96.285,96.335,-4.999999999999716
2024-02-14,3.5900000000000034,3.5649999999999977,96.41,96.435,-2.5000000000005684
2024-02-15,3.569999999999993,3.5450000000000017,96.43,96.455,-2.4999999999991473
2024-02-16,3.640000000000001,3.605000000000004,96.36,96.395,-3.4999999999997033
2024-02-19,3.674999999999997,3.635000000000005,96.325,96.365,-3.999999999999204
2024-02-20,3.61,3.569999999999993,96.39,96.43,-4.00000000000067
2024-02-21,3.694999999999993,3.6500000000000057,96.305,96.35,-4.4999999999987494
2024-02-22,3.7150000000000034,3.6599999999999966,96.285,96.34,-5.500000000000682
2024-02-23,3.6850000000000014,3.629999999999996,96.315,96.37,-5.500000000000549
2024-02-26,3.730000000000004,3.6700000000000017,96.27,96.33,-6.000000000000227
2024-02-27,3.760000000000005,3.7049999999999983,96.24,96.295,-5.500000000000682
2024-02-28,3.7750000000000057,3.7150000000000034,96.225,96.285,-6.000000000000227
2024-02-29,3.7099999999999937,3.6500000000000057,96.29,96.35,-5.999999999998806
2024-03-01,3.674999999999997,3.61,96.325,96.39,-6.499999999999728
2024-03-04,3.719999999999999,3.655000000000001,96.28,96.345,-6.499999999999773
2024-03-05,3.61,3.5400000000000063,96.39,96.46,-6.999999999999362
2024-03-06,3.5799999999999983,3.510000000000005,96.42,96.49,-6.999999999999318
2024-03-07,3.5900000000000034,3.519999999999996,96.41,96.48,-7.000000000000739
2024-03-08,3.5450000000000017,3.4849999999999994,96.455,96.515,-6.000000000000227
2024-03-11,3.5049999999999955,3.450000000000003,96.495,96.55,-5.499999999999261
2024-03-12,3.4749999999999943,3.430000000000007,96.525,96.57,-4.4999999999987494
2024-03-13,3.555000000000007,3.5,96.445,96.5,-5.500000000000682
2024-03-14,3.635000000000005,3.575000000000003,96.365,96.425,-6.000000000000227
2024-03-15,3.6700000000000017,3.605000000000004,96.33,96.395,-6.499999999999773
2024-03-18,3.680000000000007,3.61,96.32,96.39,-7.0000000000006946
2024-03-19,3.629999999999996,3.569999999999993,96.37,96.43,-6.000000000000272
2024-03-20,3.5900000000000034,3.530000000000001,96.41,96.47,-6.000000000000227
2024-03-21,3.5349999999999966,3.480000000000004,96.465,96.52,-5.499999999999261
2024-03-22,3.480000000000004,3.424999999999997,96.52,96.575,-5.500000000000682
2024-03-25,3.5349999999999966,3.480000000000004,96.465,96.52,-5.499999999999261
